sale,cho rina - 趙里奈,Booklet/Stecker,"[Y-1] 2017年、趣味で絵を書き出して間もない彼女が当時書き溜めていたすべての絵をまとめたこの冊子を制作しました。, 500yen, 4qty + Sample",popup,
sale,ASS AS SIN - 皆藤齋,Booklet/Poster/L-sizePhoto,"[Y-2] 2017年、京都市立芸大の作品展を見に行ったとき、案内してもらった彼女のスタジオの印象を留めるためこの冊子を制作しました。, 1000yen, 5qty + Sample",popup,
sale,Modern Life Space - Laurel Schwulst,Book,"[Y-a] ローレルさんがAirbnbで見つけた宿泊したい宿をまとめた本, 3500yen, 1qty + Sample",sold,
sale,am i - Sarah Marshall,Book,"[Y-b] am i に続く予測変換結果をまとめた辞書のようなアートブック, 2000yen, 1qty + Sample",popup,
sale,Playful Avyss - Yusuke Abe,Booklet,"[Y-3] 2017年、安部くんが東京・中目黒のギャラリーVoildで発表した迷路をモチーフにした絵画などをまとめた手作り冊子（サイン付き）。原画はすごくでかい。, 4qty + Sample, 1000yen, 2017",popup,
sale,#04 最高&Co. - 丸目龍介,Booklet,"[Y-4] Workstation. 2015, 2qty + Sample, 2000yen",popup,
sale,#05 mold boy - Yuu Takamizawa,Booklet,"[Y-5] Workstation. 2016, 2000yen, 1qty + Sample",popup,
sale,"#06 Workstation. Group Show",Box,"[Y-6] Workstation. 2016, by Yusuke Abe, Shogo Shimizu, Natsumi Suzuki, Yuu Takamizawa, Riki Hidaka, Ryusuke Marume, Kazuki Yamanta, 2000yen, 2qty + Sample",popup,
sale,#07 愛に正直なメロン - 鈴木夏海,Booklet,"[Y-7] Workstation. 2016, 2000yen, 1qty + Sample",popup,
sale,#08 FAKEBOOK - Kazumichi Komatsu,Poster,"[Y-8] Workstation. 2016, 400yen, 1qty",popup,
sale,#09 WS.Group Show : Summer Dream,Booklet,"[Y-9] Workstation. 2016, Yusuke Abe, Yuu Takamizawa, Fumiaki Nagao, Natsumi Suzuki, Shogo Shimizu, PUGMENT, Ryusuke Marume, 4qty + Sample, 1000yen",popup,
sale,Purple Playmate - 丸目龍介,Booklet,"[Y-10] ストリートカルチャーとファッションの関係性を作品にする丸目さんの手作りアートブック, 2000yen, 3冊+S",popup,
sale,RENDEZVOUS - 丸目龍介,Mini Booklet,"[Y-11] 丸目さんが実際に恋人へ送った（届いただったかも）メールをテーマに書いた絵をまとめた小さな冊子, 1000yen, 3冊+S",popup,
sale,Content is an Everlasting Treasure - Laurel Schwulst,Poster,"[Y-2F] 何かを手に持った写真をモザイク柄にデザインしたポスター（包装紙）, 5000yen, 1qty + Sample",popup,
sale,elemental studies - takamitsu ohta,BOOK,"[Storage] 吹き抜けのコンテナ内に保管, 1qty + Sample",,
sale,Stanley & Tatol Publishers Ltg,Box,"[Storage] 吹き抜けのコンテナ内に保管, 4qty + Sample",,
sale,Perfume Area - Shen & Schwulst,Book,"[Storage] 吹き抜けのコンテナ内に保管, 3qty + Sample",,
sale,that_be_in_fr,Box,"[Storage] 吹き抜けのコンテナ内に保管, 3qty + Sample(一箱ずつ内容が異なる), 3500yen",,
sale,GLASS PRESS OF THE FUTURE - LA Warman and Natalia Panzer,USB,"[Storage] 吹き抜けのコンテナ内に保管, 2qty + Sample, 3000yen",,
